Order,Email,Created at,Order Date,Subtotal,Discount Amount,Lineitem name,CATEGORY,Lineitem price,open_rate,click_rate
#3046,95670298455,2020-07-13 15:39:49 +1000,7/13/2020,,0,Beeswax Food Wraps Deluxe Kit,Beeswax Food Wraps Deluxe Kit,27,96.25%,51.92%
#3045,99314755826,2020-07-12 21:26:33 +1000,7/12/2020,18.5,1.35,Beeswax Wood Polish,Beeswax Wood Polish,18.5,26.67%,25.36%
#3044,13976679713,2020-07-12 15:54:26 +1000,7/12/2020,12.15,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,37.31%,0.98%
#3043,91764372580,2020-07-12 13:26:37 +1000,7/12/2020,18.5,8,Beeswax Wood Polish,Beeswax Wood Polish,18.5,4.12%,1.42%
#3042,40223429931,2020-07-12 13:00:39 +1000,7/12/2020,8.5,0,Raw Australian Honey - 150g,Raw Australian Honey,8.5,9.91%,4.44%
#3041,63979866848,2020-07-12 08:11:58 +1000,7/12/2020,61.5,,Raw Australian Honey - 150g,Raw Australian Honey,8.5,56.79%,20.43%
#3041,63979866848,2020-07-12 08:11:58 +1000,7/12/2020,,,White Chocolate Chai,White Chocolate Chai,8.5,86.51%,53.62%
#3041,63979866848,2020-07-12 08:11:58 +1000,7/12/2020,,,Dark Chocolate Chai,Dark Chocolate Chai,8.5,77.37%,16.78%
#3041,63979866848,2020-07-12 08:11:58 +1000,7/12/2020,,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,21.12%,4.90%
#3040,77263940035,2020-07-11 20:18:05 +1000,7/11/2020,7,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,85.32%,49.62%
#3039,36453328864,2020-07-11 20:17:25 +1000,7/11/2020,7,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,50.02%,49.52%
#3038,45072317377,2020-07-11 18:19:30 +1000,7/11/2020,48,,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,47.91%,19.89%
#3038,45072317377,2020-07-11 18:19:30 +1000,7/11/2020,,,Beeswax Leather Polish with Cocoa Butter,Beeswax Leather Polish with Cocoa Butter,17.5,73.51%,4.74%
#3038,45072317377,2020-07-11 18:19:30 +1000,7/11/2020,,0,Beeswax Wood Polish,Beeswax Wood Polish,16.5,65.05%,40.10%
#3037,59400830205,2020-07-11 13:52:23 +1000,7/11/2020,45,0,Beeswax DIY Food Wrap Blocks - 100g - 4 blocks,Beeswax DIY Food Wrap Blocks,45,15.48%,13.77%
#3036,40243041315,2020-07-11 11:00:23 +1000,7/11/2020,15.5,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,15.5,47.72%,43.22%
#3035,40223429931,2020-07-10 17:28:09 +1000,7/10/2020,39.5,,NEW - Golden Turmeric Chai Loose Leaf Tea - Infused with Honey - 110g,NEW,9.5,3.07%,0.84%
#3035,40223429931,2020-07-10 17:28:09 +1000,7/10/2020,,4,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30,54.55%,15.95%
#3034,57996405951,2020-07-10 10:36:59 +1000,7/10/2020,36,0,Australian Grown Loose Leaf Tea,Australian Grown Loose Leaf Tea,8,97.52%,44.45%
#3033,46925782526,2020-07-09 23:05:52 +1000,7/9/2020,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,10.83%,0.06%
#3032,66210762101,2020-07-09 18:28:24 +1000,7/9/2020,27,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,24.60%,6.22%
#3031,5033741445,2020-07-09 16:53:55 +1000,7/9/2020,42.5,,Raw Australian Honey - 150g,Raw Australian Honey,8.5,98.48%,24.77%
#3031,5033741445,2020-07-09 16:53:55 +1000,7/9/2020,,,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,3.02%,2.07%
#3031,5033741445,2020-07-09 16:53:55 +1000,7/9/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,85.72%,63.25%
#3030,76238698769,2020-07-09 15:58:49 +1000,7/9/2020,29.9,0,Beeswax Reusable Food Wrap Deluxe Kit - Resin-Free,Beeswax Reusable Food Wrap Deluxe Kit,29.9,0.81%,0.09%
#3029,16022505021,2020-07-09 10:57:38 +1000,7/9/2020,27,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,30.11%,24.68%
#3028,1010579176,2020-07-09 10:48:11 +1000,7/9/2020,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,84.08%,0.54%
#3027,28958009584,2020-07-08 23:58:17 +1000,7/8/2020,38,,Masala Chai Loose Leaf Tea,Masala Chai Loose Leaf Tea,8,90.79%,79.99%
#3027,28958009584,2020-07-08 23:58:17 +1000,7/8/2020,,,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,16.5,74.26%,47.42%
#3027,28958009584,2020-07-08 23:58:17 +1000,7/8/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,84.53%,30.27%
#3026,73556313703,2020-07-08 23:21:23 +1000,7/8/2020,40.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,34.85%,25.13%
#3025,8079843361,2020-07-08 23:12:21 +1000,7/8/2020,49.5,,Dark Chocolate Chai,Dark Chocolate Chai,8.5,9.25%,4.94%
#3025,8079843361,2020-07-08 23:12:21 +1000,7/8/2020,,0,Chilli Chai,Chilli Chai,8,47.84%,21.42%
#3024,92654325913,2020-07-08 20:39:44 +1000,7/8/2020,38,,Raw Australian Honey - 50g,Raw Australian Honey,5.5,86.60%,85.07%
#3024,92654325913,2020-07-08 20:39:44 +1000,7/8/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,64.44%,46.70%
#3023,55927666904,2020-07-08 20:31:27 +1000,7/8/2020,40.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,77.94%,48.20%
#3022,17290081052,2020-07-08 20:07:50 +1000,7/8/2020,9.5,0,NEW - Golden Turmeric Chai Loose Leaf Tea - Infused with Honey - 110g,NEW,9.5,71.49%,10.15%
#3021,91279855056,2020-07-08 20:07:01 +1000,7/8/2020,15.5,0,Beeswax Reusable Food Wraps DIY Starter Pack,Beeswax Reusable Food Wraps DIY Starter Pack,15.5,44.01%,31.83%
#3020,27115907956,2020-07-08 20:04:12 +1000,7/8/2020,40.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,70.09%,35.85%
#3019,65523641960,2020-07-08 17:26:35 +1000,7/8/2020,96,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,23.67%,18.32%
#3019,65523641960,2020-07-08 17:26:35 +1000,7/8/2020,,,Rich Dark Chocolate Chai,Rich Dark Chocolate Chai,8.5,29.87%,2.29%
#3019,65523641960,2020-07-08 17:26:35 +1000,7/8/2020,,,White Chocolate Chai Loose Leaf Tea,White Chocolate Chai Loose Leaf Tea,8.5,32.31%,9.87%
#3019,65523641960,2020-07-08 17:26:35 +1000,7/8/2020,,0,Masala Chai Loose Leaf Tea,Masala Chai Loose Leaf Tea,8,42.34%,17.06%
#3018,26108238833,2020-07-08 16:21:11 +1000,7/8/2020,43.5,,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30,39.97%,20.87%
#3018,26108238833,2020-07-08 16:21:11 +1000,7/8/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,28.49%,14.91%
#3017,72945169073,2020-07-08 14:58:02 +1000,7/8/2020,47.5,,French Love Tea,French Love Tea,10.5,6.20%,4.50%
#3017,72945169073,2020-07-08 14:58:02 +1000,7/8/2020,,,NEW - Golden Turmeric Chai Loose Leaf Tea - With Raw Honey - 110g,NEW,9,57.07%,52.32%
#3017,72945169073,2020-07-08 14:58:02 +1000,7/8/2020,,3.35,Raw Australian Honey - 150g,Raw Australian Honey,8.5,77.76%,31.62%
#3016,99702398402,2020-07-08 07:03:31 +1000,7/8/2020,30.15,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,44.44%,1.92%
#3016,99702398402,2020-07-08 07:03:31 +1000,7/8/2020,,0,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20,9.45%,6.82%
#3015,31307554599,2020-07-07 21:25:34 +1000,7/7/2020,27,0,Beeswax Reusable Food Wrap Deluxe Kit - Resin-Free,Beeswax Reusable Food Wrap Deluxe Kit,27,47.91%,17.78%
#3014,81060369808,2020-07-07 19:08:50 +1000,7/7/2020,66.5,,Naked Beeswax Tea Light Candles - Glass Tea Light Holder only,Naked Beeswax Tea Light Candles,5.5,43.68%,2.70%
#3014,81060369808,2020-07-07 19:08:50 +1000,7/7/2020,,0,Naked Beeswax Tea Light Candles - 24 Pack,Naked Beeswax Tea Light Candles,50,41.73%,20.89%
#3013,9996473507,2020-07-07 15:26:34 +1000,7/7/2020,15.5,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,15.5,84.35%,2.48%
#3012,26515898873,2020-07-07 11:57:33 +1000,7/7/2020,11,0,Beeswax - Mini Blocks 100g,Beeswax,11,7.21%,1.01%
#3011,47336693423,2020-07-07 11:27:21 +1000,7/7/2020,18.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,61.69%,49.49%
#3010,56060920545,2020-07-07 10:58:58 +1000,7/7/2020,29.9,0,Beeswax Reusable Food Wrap Deluxe Kit - Resin-Free,Beeswax Reusable Food Wrap Deluxe Kit,29.9,51.10%,21.03%
#3009,29178949414,2020-07-06 16:52:36 +1000,7/6/2020,38.5,,NEW - Golden Turmeric Chai Loose Leaf Tea - With Raw Honey - 110g,NEW,9,0.81%,0.07%
#3009,29178949414,2020-07-06 16:52:36 +1000,7/6/2020,,,NEW - Golden Turmeric Chai Loose Leaf Tea - Unsweetened - 50g,NEW,8.5,33.45%,15.46%
#3009,29178949414,2020-07-06 16:52:36 +1000,7/6/2020,,0,Organic Rooibos Chai Loose Leaf Tea,Organic Rooibos Chai Loose Leaf Tea,10.5,55.55%,21.17%
#3008,26118357516,2020-07-06 10:26:44 +1000,7/6/2020,42.5,0,NEW - Golden Turmeric Chai Loose Leaf Tea - Unsweetened - 50g,NEW,8.5,79.53%,21.26%
#3007,80083408063,2020-07-06 09:51:32 +1000,7/6/2020,17.5,,Warm Chilli Chai Loose Leaf Tea,Warm Chilli Chai Loose Leaf Tea,8,35.19%,14.98%
#3007,80083408063,2020-07-06 09:51:32 +1000,7/6/2020,,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,28.83%,9.98%
#3006,95015089321,2020-07-05 23:05:39 +1000,7/5/2020,35,,Rich Dark Chocolate Chai,Rich Dark Chocolate Chai,8.5,52.05%,1.05%
#3006,95015089321,2020-07-05 23:05:39 +1000,7/5/2020,,,Raw Australian Honey - 50g,Raw Australian Honey,5.5,45.32%,2.78%
#3006,95015089321,2020-07-05 23:05:39 +1000,7/5/2020,,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,29.36%,15.44%
#3005,8707334070,2020-07-05 20:52:12 +1000,7/5/2020,42,,Rich Dark Chocolate Chai,Rich Dark Chocolate Chai,8.5,52.00%,46.19%
#3005,8707334070,2020-07-05 20:52:12 +1000,7/5/2020,,0,Australian Loose Leaf Black Tea,Australian Loose Leaf Black Tea,8,88.84%,60.56%
#3004,97117612689,2020-07-05 20:26:06 +1000,7/5/2020,18.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,31.82%,15.68%
#3003,69627774314,2020-07-05 19:05:55 +1000,7/5/2020,60.5,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,51.50%,23.26%
#3003,69627774314,2020-07-05 19:05:55 +1000,7/5/2020,,,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20,47.77%,14.44%
#3003,69627774314,2020-07-05 19:05:55 +1000,7/5/2020,,,Beeswax Leather Polish/Conditioner with Cocoa Butter,Beeswax Leather Polish/Conditioner with Cocoa Butter,17.5,34.07%,27.94%
#3003,69627774314,2020-07-05 19:05:55 +1000,7/5/2020,,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,14.25%,3.21%
#3002,83614562022,2020-07-04 21:50:50 +1000,7/4/2020,54,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,62.17%,47.75%
#3001,32959934773,2020-07-04 12:27:42 +1000,7/4/2020,18.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,8.10%,0.33%
#3000,27513633297,2020-07-04 11:40:19 +1000,7/4/2020,46,0,Honey and Tea Gift Box with Beeswax Leather Polish - Masala Chai / Stainless Steel Mesh Tea Ball,Honey and Tea Gift Box with Beeswax Leather Polish,46,89.75%,47.54%
#2999,29825862218,2020-07-04 10:36:23 +1000,7/4/2020,40.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,42.76%,5.93%
#2998,27513633297,2020-07-04 10:13:04 +1000,7/4/2020,31.5,,Creamy White Chocolate Chai Loose Leaf Tea,Creamy White Chocolate Chai Loose Leaf Tea,8.5,61.29%,39.05%
#2998,27513633297,2020-07-04 10:13:04 +1000,7/4/2020,,,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,66.97%,44.11%
#2998,27513633297,2020-07-04 10:13:04 +1000,7/4/2020,,0,Masala Chai Loose Leaf Tea,Masala Chai Loose Leaf Tea,8,56.19%,5.04%
#2997,99299645510,2020-07-04 00:17:43 +1000,7/4/2020,27,0,Beeswax Reusable Food Wrap Deluxe Sized Kit - Resin-Free,Beeswax Reusable Food Wrap Deluxe Sized Kit,27,57.64%,41.97%
#2996,35834376905,2020-07-03 22:04:19 +1000,7/3/2020,30,,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,54.73%,4.51%
#2996,35834376905,2020-07-03 22:04:19 +1000,7/3/2020,,,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,95.32%,46.82%
#2996,35834376905,2020-07-03 22:04:19 +1000,7/3/2020,,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,80.23%,31.18%
#2995,70227069252,2020-07-03 19:01:34 +1000,7/3/2020,16.5,,Warm Chilli Chai Loose Leaf Tea,Warm Chilli Chai Loose Leaf Tea,8,72.02%,48.47%
#2995,70227069252,2020-07-03 19:01:34 +1000,7/3/2020,,0,Creamy White Chocolate Chai Loose Leaf Tea,Creamy White Chocolate Chai Loose Leaf Tea,8.5,32.78%,16.28%
#2994,68740112696,2020-07-03 07:50:15 +1000,7/3/2020,45,0,Alpaca Felted Wool Laundry Dryer Balls,Alpaca Felted Wool Laundry Dryer Balls,45,41.80%,33.10%
#2993,44103556632,2020-07-01 21:29:11 +1000,7/1/2020,73.5,,Loose Leaf Tea 6 Pack Selection,Loose Leaf Tea 6 Pack Selection,45,96.79%,59.99%
#2993,44103556632,2020-07-01 21:29:11 +1000,7/1/2020,,,NEW - Golden Turmeric Chai Loose Leaf Tea - Unsweetened - 50g,NEW,8.5,82.13%,10.99%
#2993,44103556632,2020-07-01 21:29:11 +1000,7/1/2020,,0,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20,97.29%,42.37%
#2992,91566987139,2020-07-01 09:15:18 +1000,7/1/2020,40.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,59.94%,42.26%
#2991,79748066224,2020-06-30 22:33:40 +1000,6/30/2020,67,,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20,0.07%,0.07%
#2991,79748066224,2020-06-30 22:33:40 +1000,6/30/2020,,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,55.27%,28.31%
#2990,26536951160,2020-06-30 20:33:32 +1000,6/30/2020,163,,Tea Sampler Gift Box - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box,36,8.60%,5.42%
#2990,26536951160,2020-06-30 20:33:32 +1000,6/30/2020,,,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,73.15%,24.76%
#2990,26536951160,2020-06-30 20:33:32 +1000,6/30/2020,,,Timber Tea Light Candle Holders - Timber Tea Light Candle Holder,Timber Tea Light Candle Holders,10,48.50%,19.18%
#2990,26536951160,2020-06-30 20:33:32 +1000,6/30/2020,,0,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30,1.94%,0.49%
#2989,81060369808,2020-06-30 18:39:31 +1000,6/30/2020,41,,Naked Beeswax Tea Light Candles - Glass Tea Light Holder only,Naked Beeswax Tea Light Candles,5.5,49.37%,45.77%
#2989,81060369808,2020-06-30 18:39:31 +1000,6/30/2020,,0,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30,55.15%,13.51%
#2988,32332357173,2020-06-30 10:04:14 +1000,6/30/2020,50,0,Naked Beeswax Tea Light Candles - 24 Pack,Naked Beeswax Tea Light Candles,50,15.87%,14.30%
#2987,8423979276,2020-06-30 09:00:06 +1000,6/30/2020,30,0,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30,59.76%,46.35%
#2986,69867393051,2020-06-29 21:10:47 +1000,6/29/2020,27,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,18.37%,10.13%
#2985,83999360735,2020-06-29 20:43:07 +1000,6/29/2020,35.5,,Naked Beeswax Tea Light Candles - Glass Tea Light Holder only,Naked Beeswax Tea Light Candles,5.5,45.20%,37.05%
#2985,83999360735,2020-06-29 20:43:07 +1000,6/29/2020,,0,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30,49.91%,41.67%
#2984,93479034211,2020-06-29 17:27:55 +1000,6/29/2020,13.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,4.42%,3.24%
#2983,71888451123,2020-06-29 14:15:44 +1000,6/29/2020,27,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,73.78%,53.18%
#2982,16314388701,2020-06-29 11:41:40 +1000,6/29/2020,46,0,Honey and Tea Gift Box with Beeswax Leather Polish - Black Tea / Heart Shaped Tea Infuser,Honey and Tea Gift Box with Beeswax Leather Polish,46,75.41%,36.07%
#2981,71068979636,2020-06-29 11:11:12 +1000,6/29/2020,40.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,89.27%,59.81%
#2980,236335916.1,2020-06-29 09:20:10 +1000,6/29/2020,39,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,55.52%,37.91%
#2980,236335916.1,2020-06-29 09:20:10 +1000,6/29/2020,,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,43.36%,3.85%
#2980,236335916.1,2020-06-29 09:20:10 +1000,6/29/2020,,,Raw Australia Honey - 180g,Raw Australia Honey,8.5,59.92%,59.80%
#2980,236335916.1,2020-06-29 09:20:10 +1000,6/29/2020,,,Honey Dippers,Honey Dippers,1.5,19.84%,12.90%
#2980,236335916.1,2020-06-29 09:20:10 +1000,6/29/2020,,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,63.45%,41.06%
#2979,41612192753,2020-06-29 07:41:21 +1000,6/29/2020,13.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,6.52%,6.26%
#2978,81222051876,2020-06-28 21:59:04 +1000,6/28/2020,27,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,85.30%,5.02%
#2977,50556046173,2020-06-28 21:30:11 +1000,6/28/2020,49.5,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,22.32%,14.12%
#2977,50556046173,2020-06-28 21:30:11 +1000,6/28/2020,,,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,16.5,48.06%,8.53%
#2977,50556046173,2020-06-28 21:30:11 +1000,6/28/2020,,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,31.97%,15.94%
#2976,79026500116,2020-06-28 21:30:11 +1000,6/28/2020,13.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,45.11%,39.10%
#2975,42052925412,2020-06-28 21:18:45 +1000,6/28/2020,27,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,74.34%,18.82%
#2974,73283990952,2020-06-28 20:47:42 +1000,6/28/2020,166.5,,Loose Leaf Tea 8 Pack Selection,Loose Leaf Tea 8 Pack Selection,60,8.97%,3.27%
#2974,73283990952,2020-06-28 20:47:42 +1000,6/28/2020,,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,23.98%,9.71%
#2974,73283990952,2020-06-28 20:47:42 +1000,6/28/2020,,,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,16.5,82.28%,58.01%
#2974,73283990952,2020-06-28 20:47:42 +1000,6/28/2020,,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,22.34%,3.25%
#2973,70751119133,2020-06-28 20:37:27 +1000,6/28/2020,13.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,43.11%,26.12%
#2972,39971977787,2020-06-28 20:00:50 +1000,6/28/2020,13.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,90.06%,56.98%
#2971,42200741090,2020-06-28 19:52:01 +1000,6/28/2020,36.5,,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,38.06%,15.53%
#2971,42200741090,2020-06-28 19:52:01 +1000,6/28/2020,,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,31.36%,27.79%
#2970,24005418127,2020-06-28 19:28:23 +1000,6/28/2020,13.5,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,85.93%,6.01%
#2969,76622514388,2020-06-28 19:13:04 +1000,6/28/2020,27,0,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,93.46%,73.82%
#2968,54704549222,2020-06-28 12:33:32 +1000,6/28/2020,45,0,Loose Leaf Tea 6 Pack Selection,Loose Leaf Tea 6 Pack Selection,45,57.96%,2.40%
#2967,59765891115,2020-06-28 09:39:38 +1000,6/28/2020,42.5,,Beeswax Reusable Food Wraps DIY Starter Pack - Resin Free,Beeswax Reusable Food Wraps DIY Starter Pack,15.5,53.89%,39.01%
#2967,59765891115,2020-06-28 09:39:38 +1000,6/28/2020,,0,Beeswax Reusable Food Wrap Deluxe Sized Kit - Resin-Free,Beeswax Reusable Food Wrap Deluxe Sized Kit,27,39.20%,21.12%
#2966,51479016358,2020-06-28 09:23:07 +1000,6/28/2020,45,0,Honey and Tea Gift Box with Beeswax Wood Polish - Masala Chai / Stainless Steel Mesh Tea Ball,Honey and Tea Gift Box with Beeswax Wood Polish,45,94.74%,74.11%
#2965,55090028021,2020-06-28 08:59:06 +1000,6/28/2020,42,,Tea Sampler Gift Box - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box,36,71.72%,37.46%
#2965,55090028021,2020-06-28 08:59:06 +1000,6/28/2020,,0,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,33.17%,29.88%
#2964,77093638608,2020-06-27 19:06:59 +1000,6/27/2020,38,,Honey Butter Balm For Very Dry Skin,Honey Butter Balm For Very Dry Skin,13.5,60.68%,42.72%
#2964,77093638608,2020-06-27 19:06:59 +1000,6/27/2020,,,Australian Grown Loose Leaf Black Tea,Australian Grown Loose Leaf Black Tea,8,18.78%,2.26%
#2964,77093638608,2020-06-27 19:06:59 +1000,6/27/2020,,0,Rich Dark Chocolate Chai,Rich Dark Chocolate Chai,8.5,47.13%,24.71%
#2963,93551049587,2020-06-27 16:17:55 +1000,6/27/2020,46.8,,Raw Australia Honey - 180g,Raw Australia Honey,7.8,70.51%,40.00%
#2963,93551049587,2020-06-27 16:17:55 +1000,6/27/2020,,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,68.72%,4.20%
#2963,93551049587,2020-06-27 16:17:55 +1000,6/27/2020,,0,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20,5.65%,0.34%
#2962,1574687768,2020-06-27 11:27:00 +1000,6/27/2020,18.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,18.5,15.30%,11.75%
#2961,19802839287,2020-06-26 11:46:29 +1000,6/26/2020,45,2.5,"Beeswax, Natural Australian Mini Blocks 100g","Beeswax, Natural Australian Mini Blocks 100g",9,41.80%,35.98%
#2960,2932623779,2020-06-26 07:00:45 +1000,6/26/2020,22.5,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,58.16%,14.93%
#2960,2932623779,2020-06-26 07:00:45 +1000,6/26/2020,,0,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,16.89%,7.04%
#2959,99152313679,2020-06-25 22:18:22 +1000,6/25/2020,38.5,,Organic Rooibos Chai Loose Leaf Tea,Organic Rooibos Chai Loose Leaf Tea,10.5,79.23%,57.08%
#2959,99152313679,2020-06-25 22:18:22 +1000,6/25/2020,,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,43.75%,31.53%
#2959,99152313679,2020-06-25 22:18:22 +1000,6/25/2020,,0,NEW - Turmeric Chai Loose Leaf Tea - With Raw Honey - 110g,NEW,9,33.28%,3.93%
#2958,82320144405,2020-06-25 22:13:28 +1000,6/25/2020,35,,Creamy White Chocolate Chai Loose Leaf Tea,Creamy White Chocolate Chai Loose Leaf Tea,8.5,72.38%,31.67%
#2958,82320144405,2020-06-25 22:13:28 +1000,6/25/2020,,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,46.38%,37.47%
#2958,82320144405,2020-06-25 22:13:28 +1000,6/25/2020,,,Authentic Masala Chai Loose Leaf Tea,Authentic Masala Chai Loose Leaf Tea,8,87.29%,34.59%
#2958,82320144405,2020-06-25 22:13:28 +1000,6/25/2020,,0,NEW - Turmeric Chai Loose Leaf Tea - With Raw Honey - 110g,NEW,9,38.01%,23.64%
#2957,64394797791,2020-06-25 20:35:06 +1000,6/25/2020,51,,Loose Leaf Tea 6 Pack Selection,Loose Leaf Tea 6 Pack Selection,45,87.09%,55.05%
